areaId,ms_x,ms_y,RU5,RU6,RU9,RU11,RU12
4,58.2001,8.03423,-250,-101.444,-98.411,-42.3615,-35.6536
4,56.2001,8.53423,-250,-87.3687,-79.5778,-38.6782,-22.1834
4,56.7001,8.53423,-250,-91.2116,-83.5598,-31.3897,-28.407
4,57.2001,8.53423,-250,-96.0605,-87.9804,-41.275,-32.2692
4,57.7001,8.53423,-250,-96.58,-92.9634,-36.5146,-40.032
4,58.2001,8.53423,-250,-103.778,-90.1506,-44.6114,-24.945
4,56.2001,9.03423,-250,-87.4555,-84.6244,-41.7237,-24.9097
4,56.7001,9.03423,-250,-91.1537,-81.4774,-33.536,-38.6928
4,57.2001,9.03423,-250,-100.59,-94.0695,-38.3097,-34.4944
4,57.7001,9.03423,-250,-92.0849,-85.887,-36.4205,-33.4386
4,58.2001,9.03423,-250,-101.388,-84.1016,-31.9243,-31.9638
4,56.2001,9.53423,-250,-98.1078,-86.7695,-65.7492,-25.1052
4,56.7001,9.53423,-250,-96.0801,-87.9657,-40.7953,-32.3424
4,57.2001,9.53423,-250,-94.3365,-85.6343,-38.2125,-33.2005
4,57.7001,9.53423,-250,-95.2356,-85.7612,-41.4452,-28.3514
4,58.2001,9.53423,-250,-102.835,-91.8653,-36.3953,-39.9848
4,56.2001,10.0342,-250,-91.8062,-87.3547,-40.7943,-24.7349
4,56.7001,10.0342,-250,-97.5152,-92.7419,-47.4653,-27.7393
4,57.2001,10.0342,-250,-95.6957,-87.1503,-35.3616,-40.216
4,57.7001,10.0342,-250,-91.406,-80.8422,-37.9589,-33.068
4,58.2001,10.0342,-250,-96.8919,-91.0656,-45.5863,-19.786
4,56.2001,10.5342,-250,-91.6471,-98.851,-41.1159,-31.0248
4,56.7001,10.5342,-250,-97.4177,-95.2174,-41.7647,-29.3262
4,57.2001,10.5342,-250,-91.7415,-80.5117,-44.2955,-26.1496
4,57.7001,10.5342,-250,-94.9025,-89.3984,-39.0549,-31.6738
4,58.2001,10.5342,-250,-96.271,-95.5613,-43.707,-20.1788
4,56.2001,11.0342,-250,-95.815,-96.7329,-38.0035,-28.2826
4,56.7001,11.0342,-250,-97.5178,-95.6484,-43.3724,-36.7551
4,57.2001,11.0342,-250,-89.0916,-81.3417,-36.5949,-31.6969
4,57.7001,11.0342,-250,-95.2965,-83.7844,-49.2103,-31.5713
4,58.2001,11.0342,-250,-92.4722,-85.4461,-42.2113,-40.544
4,56.2001,11.5342,-250,-89.0618,-88.2735,-34.6049,-26.4404
4,56.7001,11.5342,-250,-99.6432,-87.4247,-41.0437,-25.841
4,57.2001,11.5342,-250,-104.29,-92.0482,-41.2843,-34.9121
4,57.7001,11.5342,-250,-94.8936,-86.0787,-48.3595,-35.2065
4,58.2001,11.5342,-250,-97.7141,-96.2689,-32.7735,-40.0503
4,56.2001,12.0342,-250,-88.7189,-90.5079,-35.5262,-38.0807
4,56.7001,12.0342,-250,-94.919,-101.368,-42.5381,-28.3629
4,57.2001,12.0342,-250,-93.2077,-97.8659,-34.8727,-24.1133
4,57.7001,12.0342,-250,-94.203,-85.4904,-41.5472,-24.4788
4,58.2001,12.0342,-250,-107.821,-94.9685,-37.1191,-23.3769
4,56.2001,12.5342,-250,-90.9576,-84.6582,-44.3542,-34.475
4,56.7001,12.5342,-250,-92.313,-88.4719,-36.3604,-27.5979
4,57.2001,12.5342,-250,-91.9191,-92.5002,-37.2528,-26.078
4,57.7001,12.5342,-250,-86.8698,-81.9571,-37.9164,-23.4533
4,58.2001,12.5342,-250,-101.176,-94.6606,-39.76,-32.1819
4,56.2001,13.0342,-250,-93.453,-90.7036,-43.8604,-26.0346
4,56.7001,13.0342,-250,-97.1535,-90.8121,-44.0598,-22.3902
4,57.2001,13.0342,-250,-95.3558,-86.997,-44.3534,-28.5677
4,57.7001,13.0342,-250,-89.9926,-86.947,-38.5818,-24.7382
4,58.2001,13.0342,-250,-92.9653,-83.9973,-32.4286,-27.7467
4,56.2001,13.5342,-250,-100.09,-85.5072,-44.1404,-34.9063
4,56.7001,13.5342,-250,-91.9108,-85.0808,-32.8607,-25.5011
4,57.2001,13.5342,-250,-105.535,-94.9082,-42.2072,-20.8156
4,57.7001,13.5342,-250,-96.3214,-91.6676,-43.894,-24.9961
4,58.2001,13.5342,-250,-91.9924,-84.3978,-36.4863,-24.2173
